1,12.32,Ask,12.33,100,
1,12.32,Ask,12.33,100,
1,12.32,Ask,12.33,100,
1,12.32,Ask,12.32,100,
1,12.32,Ask,12.32,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.3,100,
1,12.32,Ask,12.3,100,
1,12.32,Ask,12.3,100,
1,12.32,Ask,12.29,100,
1,12.32,Ask,12.29,100,
1,12.32,Ask,12.28,100,
1,12.32,Ask,12.28,100,
1,12.32,Ask,12.28,100,
1,12.32,Ask,12.28,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.26,100,
1,12.32,Bid,12.26,100,
1,12.32,Bid,12.26,100,
1,12.32,Bid,12.26,100,
1,12.32,Bid,12.26,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.24,100,
1,12.32,Bid,12.24,100,
1,12.32,Bid,12.23,100,
1,12.32,Bid,12.23,100,
