1,12.32,Ask,12.32,100,
1,12.32,Ask,12.32,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.3,100,
1,12.32,Ask,12.3,100,
1,12.32,Ask,12.3,100,
1,12.32,Bid,12.28,100,
1,12.32,Bid,12.28,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.26,100,
1,12.32,Bid,12.26,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.24,100,
1,12.32,Bid,12.24,100,
1,12.32,Bid,12.22,100,
1,12.32,Bid,12.22,100,
