1,12.32,Ask,12.32,100,
1,12.32,Ask,12.32,200,
1,12.32,Ask,12.31,500,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.31,300,
1,12.32,Ask,12.31,600,
1,12.32,Ask,12.31,800,
1,12.32,Ask,12.31,100,
1,12.32,Ask,12.3,100,
1,12.32,Ask,12.3,700,
1,12.32,Ask,12.3,3800,
1,12.32,Bid,12.28,100,
1,12.32,Bid,12.28,100,
1,12.32,Bid,12.27,500,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,200, 
1,12.32,Bid,12.27,5000,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,100,
1,12.32,Bid,12.27,900,
1,12.32,Bid,12.26,2000,
1,12.32,Bid,12.26,100,
1,12.32,Bid,12.25,100,
1,12.32,Bid,12.25,1000,
1,12.32,Bid,12.25,2000,
1,12.32,Bid,12.25,300,
1,12.32,Bid,12.25,600,
1,12.32,Bid,12.25,200,
1,12.32,Bid,12.24,2000,
1,12.32,Bid,12.24,2000,
1,12.32,Bid,12.22,100,
1,12.32,Bid,12.22,200,
